root	link	raw_target	target_kind	resolves_into_opencode	target_names_opencode	dangling	resolved_rel
.opencode	.opencode/hooks/skill-advisor/opencode/system-skill-advisor.js	../../../plugins/system-skill-advisor.js	relative	yes	no	no	.opencode/plugins/system-skill-advisor.js
.opencode	.opencode/hooks/skill-advisor/pi/prompt-advisor.ts	../../../skills/system-skill-advisor/hooks/pi/prompt-advisor.ts	relative	yes	no	no	.opencode/skills/system-skill-advisor/hooks/pi/prompt-advisor.ts
.opencode	.opencode/hooks/spec-gate/README.md	../../skills/system-spec-kit/runtime/hooks/lib/spec-gate/README.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/lib/spec-gate/README.md
.opencode	.opencode/hooks/spec-gate/claude/spec-gate-classify.mjs	../../../skills/system-spec-kit/runtime/hooks/claude/spec-gate-classify.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-classify.mjs
.opencode	.opencode/hooks/spec-gate/claude/spec-gate-enforce.mjs	../../../skills/system-spec-kit/runtime/hooks/claude/spec-gate-enforce.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-enforce.mjs
.opencode	.opencode/hooks/spec-gate/codex/spec-gate-classify.mjs	../../../skills/system-spec-kit/runtime/hooks/codex/spec-gate-classify.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-classify.mjs
.opencode	.opencode/hooks/spec-gate/codex/spec-gate-enforce.mjs	../../../skills/system-spec-kit/runtime/hooks/codex/spec-gate-enforce.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-enforce.mjs
.opencode	.opencode/hooks/spec-gate/cursor/spec-gate-classify.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs
.opencode	.opencode/hooks/spec-gate/cursor/spec-gate-enforce.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs
.opencode	.opencode/hooks/spec-gate/cursor/spec-gate-prebind.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs
.opencode	.opencode/hooks/spec-gate/devin/spec-gate-classify.mjs	../../../skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs
.opencode	.opencode/hooks/spec-gate/devin/spec-gate-enforce.mjs	../../../skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs
.opencode	.opencode/hooks/spec-gate/opencode/system-spec-gate.js	../../../plugins/system-spec-gate.js	relative	yes	no	no	.opencode/plugins/system-spec-gate.js
.opencode	.opencode/hooks/spec-gate/pi/spec-gate-classify.ts	../../../skills/system-spec-kit/runtime/hooks/pi/spec-gate-classify.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-classify.ts
.opencode	.opencode/hooks/spec-gate/pi/spec-gate-enforce.ts	../../../skills/system-spec-kit/runtime/hooks/pi/spec-gate-enforce.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-enforce.ts
.opencode	.opencode/hooks/task-dispatch/opencode/system-deep-loop-guard.js	../../../plugins/system-deep-loop-guard.js	relative	yes	no	no	.opencode/plugins/system-deep-loop-guard.js
.opencode	.opencode/install-guides/MCP - Chrome Dev Tools.md	../skills/mcp-tooling/mcp-chrome-devtools/INSTALL-GUIDE.md	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-chrome-devtools/INSTALL-GUIDE.md
.opencode	.opencode/install-guides/MCP - Code Mode.md	../skills/mcp-code-mode/INSTALL-GUIDE.md	relative	yes	no	no	.opencode/skills/mcp-code-mode/INSTALL-GUIDE.md
.opencode	.opencode/install-guides/MCP - Skill Advisor.md	../skills/system-skill-advisor/INSTALL-GUIDE.md	relative	yes	no	no	.opencode/skills/system-skill-advisor/INSTALL-GUIDE.md
.opencode	.opencode/install-guides/install-scripts/install-chrome-devtools.sh	../../skills/mcp-tooling/mcp-chrome-devtools/scripts/install.sh	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-chrome-devtools/scripts/install.sh
.opencode	.opencode/install-guides/install-scripts/install-code-mode.sh	../../skills/mcp-code-mode/scripts/install.sh	relative	yes	no	no	.opencode/skills/mcp-code-mode/scripts/install.sh
.opencode	.opencode/manual-testing-playbook	skills/cli-external-orchestration/cli-opencode/manual-testing-playbook	relative	yes	no	no	.opencode/skills/cli-external-orchestration/cli-opencode/manual-testing-playbook
.opencode	.opencode/plugins/sk-vision.js	../skills/sk-vision/vision-runtime/dist/plugin.js	relative	yes	no	yes	.opencode/skills/sk-vision/vision-runtime/dist/plugin.js
.opencode	.opencode/skills/mcp-code-mode/mcp-server/README.md	../README.md	relative	yes	no	no	.opencode/skills/mcp-code-mode/README.md
.opencode	.opencode/skills/sk-code/sk-code-mobile-cli/references/workflow-debug.md	../../shared/references/workflow-debug.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-debug.md
.opencode	.opencode/skills/sk-code/sk-code-mobile-cli/references/workflow-implement.md	../../shared/references/workflow-implement.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-implement.md
.opencode	.opencode/skills/sk-code/sk-code-mobile-cli/references/workflow-verify.md	../../shared/references/workflow-verify.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-verify.md
.opencode	.opencode/skills/sk-code/sk-code-obsidian/references/workflow-debug.md	../../shared/references/workflow-debug.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-debug.md
.opencode	.opencode/skills/sk-code/sk-code-obsidian/references/workflow-implement.md	../../shared/references/workflow-implement.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-implement.md
.opencode	.opencode/skills/sk-code/sk-code-obsidian/references/workflow-verify.md	../../shared/references/workflow-verify.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-verify.md
.opencode	.opencode/skills/sk-code/sk-code-opencode/references/workflow-debug.md	../../shared/references/workflow-debug.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-debug.md
.opencode	.opencode/skills/sk-code/sk-code-opencode/references/workflow-implement.md	../../shared/references/workflow-implement.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-implement.md
.opencode	.opencode/skills/sk-code/sk-code-opencode/references/workflow-verify.md	../../shared/references/workflow-verify.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-verify.md
.opencode	.opencode/skills/sk-code/sk-code-webflow/references/workflow-debug.md	../../shared/references/workflow-debug.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-debug.md
.opencode	.opencode/skills/sk-code/sk-code-webflow/references/workflow-implement.md	../../shared/references/workflow-implement.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-implement.md
.opencode	.opencode/skills/sk-code/sk-code-webflow/references/workflow-verify.md	../../shared/references/workflow-verify.md	relative	yes	no	no	.opencode/skills/sk-code/shared/references/workflow-verify.md
.opencode	.opencode/skills/sk-doc/scripts/audit_readmes.py	../sk-create-readme/scripts/audit_readmes.py	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-readme/scripts/audit_readmes.py
.opencode	.opencode/skills/sk-doc/scripts/check-frontmatter-versions.sh	../shared/scripts/check-frontmatter-versions.sh	relative	yes	no	no	.opencode/skills/sk-doc/shared/scripts/check-frontmatter-versions.sh
.opencode	.opencode/skills/sk-doc/scripts/check_no_numbered_categories.py	../shared/scripts/check_no_numbered_categories.py	relative	yes	no	no	.opencode/skills/sk-doc/shared/scripts/check_no_numbered_categories.py
.opencode	.opencode/skills/sk-doc/scripts/extract_structure.py	../shared/scripts/extract_structure.py	relative	yes	no	no	.opencode/skills/sk-doc/shared/scripts/extract_structure.py
.opencode	.opencode/skills/sk-doc/scripts/frontmatter-version.mjs	../shared/scripts/frontmatter-version.mjs	relative	yes	no	no	.opencode/skills/sk-doc/shared/scripts/frontmatter-version.mjs
.opencode	.opencode/skills/sk-doc/scripts/init_skill.py	../sk-create-skill/scripts/init_skill.py	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-skill/scripts/init_skill.py
.opencode	.opencode/skills/sk-doc/scripts/package_skill.py	../sk-create-skill/scripts/package_skill.py	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-skill/scripts/package_skill.py
.opencode	.opencode/skills/sk-doc/scripts/quick_validate.py	../shared/scripts/quick_validate.py	relative	yes	no	no	.opencode/skills/sk-doc/shared/scripts/quick_validate.py
.opencode	.opencode/skills/sk-doc/scripts/validate-flowchart.sh	../sk-create-diagram/scripts/validate-flowchart.sh	relative	yes	no	yes	.opencode/skills/sk-doc/sk-create-diagram/scripts/validate-flowchart.sh
.opencode	.opencode/skills/sk-doc/scripts/validate_document.py	../shared/scripts/validate_document.py	relative	yes	no	no	.opencode/skills/sk-doc/shared/scripts/validate_document.py
.opencode	.opencode/skills/sk-doc/scripts/validate_skill_package.py	../sk-create-skill/scripts/validate_skill_package.py	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-skill/scripts/validate_skill_package.py
.opencode	.opencode/skills/sk-git/scripts/hooks/opencode/sk-git-preflight-advisory.js	../../../../../plugins/sk-git-preflight-advisory.js	relative	yes	no	no	.opencode/plugins/sk-git-preflight-advisory.js
.opencode	.opencode/skills/system-deep-loop/deep-improvement/test-fixtures/060-stress-test/.cursor/agents/cp-improve-target.md	../../.claude/agents/cp-improve-target.md	relative	yes	no	no	.opencode/skills/system-deep-loop/deep-improvement/test-fixtures/060-stress-test/.claude/agents/cp-improve-target.md
.opencode	.opencode/skills/system-deep-loop/deep-improvement/test-fixtures/060-stress-test/.devin/agents/cp-improve-target/AGENT.md	../../../.claude/agents/cp-improve-target.md	relative	yes	no	no	.opencode/skills/system-deep-loop/deep-improvement/test-fixtures/060-stress-test/.claude/agents/cp-improve-target.md
.opencode	.opencode/skills/system-skill-advisor/runtime/lib/shared/embeddings	../../../../system-spec-kit/shared/embeddings	relative	yes	no	no	.opencode/skills/system-spec-kit/shared/embeddings
.opencode	.opencode/skills/system-spec-kit/runtime/cli/runtime	../dist	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/054-template-extra-header/implementation-summary.md	../053-template-compliant-level2/implementation-summary.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/054-template-extra-header/plan.md	../053-template-compliant-level2/plan.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/054-template-extra-header/tasks.md	../053-template-compliant-level2/tasks.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/055-template-missing-header/implementation-summary.md	../053-template-compliant-level2/implementation-summary.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/055-template-missing-header/plan.md	../053-template-compliant-level2/plan.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/055-template-missing-header/tasks.md	../053-template-compliant-level2/tasks.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/056-template-reordered-header/implementation-summary.md	../053-template-compliant-level2/implementation-summary.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/056-template-reordered-header/plan.md	../053-template-compliant-level2/plan.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/056-template-reordered-header/tasks.md	../053-template-compliant-level2/tasks.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/057-template-missing-anchor/implementation-summary.md	../053-template-compliant-level2/implementation-summary.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/057-template-missing-anchor/plan.md	../053-template-compliant-level2/plan.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/057-template-missing-anchor/tasks.md	../053-template-compliant-level2/tasks.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/058-template-reordered-anchor/implementation-summary.md	../053-template-compliant-level2/implementation-summary.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/058-template-reordered-anchor/plan.md	../053-template-compliant-level2/plan.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/058-template-reordered-anchor/tasks.md	../053-template-compliant-level2/tasks.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/061-template-optional-absent/implementation-summary.md	../053-template-compliant-level2/implementation-summary.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/061-template-optional-absent/plan.md	../053-template-compliant-level2/plan.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/061-template-optional-absent/tasks.md	../053-template-compliant-level2/tasks.md	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md
.opencode	.opencode/skills/system-spec-kit/runtime/cli/tests/test-fixtures	../test-fixtures	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/cli/test-fixtures
.opencode	.opencode/skills/system-spec-kit/runtime/hooks/opencode/system-spec-gate.js	../../../../../plugins/system-spec-gate.js	relative	yes	no	no	.opencode/plugins/system-spec-gate.js
.opencode	.opencode/skills/system-spec-kit/runtime/shared	../shared/dist	relative	yes	no	no	.opencode/skills/system-spec-kit/shared/dist
.opencode	.opencode/specs	../specs	relative	no	no	no	specs
.pi	.pi/extensions/completion-evidence.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts
.pi	.pi/extensions/dispatch-audit.ts	../../.opencode/hooks/dispatch/pi/dispatch-audit.ts	relative	yes	yes	no	.opencode/hooks/dispatch/pi/dispatch-audit.ts
.pi	.pi/extensions/dispatch-preflight-lint.ts	../../.opencode/hooks/dispatch/pi/dispatch-preflight-lint.ts	relative	yes	yes	no	.opencode/hooks/dispatch/pi/dispatch-preflight-lint.ts
.pi	.pi/extensions/git-preflight-advisory.ts	../../.opencode/skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts	relative	yes	yes	no	.opencode/skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts
.pi	.pi/extensions/goal-context.ts	../../.opencode/hooks/goal/pi/goal-context.ts	relative	yes	yes	no	.opencode/hooks/goal/pi/goal-context.ts
.pi	.pi/extensions/lib/claude-hook-adapter.ts	../../../.opencode/skills/system-spec-kit/runtime/hooks/pi/lib/claude-hook-adapter.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/lib/claude-hook-adapter.ts
.pi	.pi/extensions/mcp-route-guard.ts	../../.opencode/hooks/mcp-route-guard/pi/mcp-route-guard.ts	relative	yes	yes	no	.opencode/hooks/mcp-route-guard/pi/mcp-route-guard.ts
.pi	.pi/extensions/post-edit-quality.ts	../../.opencode/hooks/post-edit-quality/pi/post-edit-quality.ts	relative	yes	yes	no	.opencode/hooks/post-edit-quality/pi/post-edit-quality.ts
.pi	.pi/extensions/prompt-advisor.ts	../../.opencode/skills/system-skill-advisor/hooks/pi/prompt-advisor.ts	relative	yes	yes	no	.opencode/skills/system-skill-advisor/hooks/pi/prompt-advisor.ts
.pi	.pi/extensions/session-compact-context.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-compact-context.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-compact-context.ts
.pi	.pi/extensions/session-start-advisories.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-advisories.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-advisories.ts
.pi	.pi/extensions/session-start-context.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-context.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-context.ts
.pi	.pi/extensions/session-stop-context.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/session-stop-context.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-stop-context.ts
.pi	.pi/extensions/sk-vision.ts	../../.opencode/skills/sk-vision/hooks/pi/sk-vision.ts	relative	yes	yes	no	.opencode/skills/sk-vision/hooks/pi/sk-vision.ts
.pi	.pi/extensions/spec-gate-classify.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-classify.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-classify.ts
.pi	.pi/extensions/spec-gate-enforce.ts	../../.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-enforce.ts	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/spec-gate-enforce.ts
.pi	.pi/extensions/task-dispatch-guard.ts	../../.opencode/hooks/task-dispatch/pi/task-dispatch-guard.ts	relative	yes	yes	no	.opencode/hooks/task-dispatch/pi/task-dispatch-guard.ts
.pi	.pi/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-pi/manual-testing-playbook	relative	yes	yes	no	.opencode/skills/cli-external-orchestration/cli-pi/manual-testing-playbook
.pi	.pi/skills	../.opencode/skills	relative	yes	yes	no	.opencode/skills
CLAUDE.md	CLAUDE.md	AGENTS.md	relative	no	no	no	AGENTS.md
specs	specs/sk-design/011-sk-design-styles-utilization/003-global-modes-utilization/research/lineages/sol/.reducer-spec/research	..	relative	no	no	no	specs/sk-design/011-sk-design-styles-utilization/003-global-modes-utilization/research/lineages/sol
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/accessibility	../../.agents/skills/accessibility	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/accessibility
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/animation-vocabulary	../../.agents/skills/animation-vocabulary	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/animation-vocabulary
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/composition-patterns	../../.agents/skills/composition-patterns	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/composition-patterns
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/copywriting	../../.agents/skills/copywriting	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/copywriting
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/emil-design-eng	../../.agents/skills/emil-design-eng	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/emil-design-eng
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/frontend-design	../../.agents/skills/frontend-design	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/frontend-design
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/hallmark	../../.agents/skills/hallmark	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/hallmark
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/improve	../../.agents/skills/improve	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/improve
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/nodejs-backend-patterns	../../.agents/skills/nodejs-backend-patterns	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/nodejs-backend-patterns
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/nodejs-best-practices	../../.agents/skills/nodejs-best-practices	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/nodejs-best-practices
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/react-best-practices	../../.agents/skills/react-best-practices	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/react-best-practices
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/review-animations	../../.agents/skills/review-animations	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/review-animations
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/seo	../../.agents/skills/seo	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/seo
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/seo-audit	../../.agents/skills/seo-audit	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/seo-audit
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/setup-matt-pocock-skills	../../.agents/skills/setup-matt-pocock-skills	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/setup-matt-pocock-skills
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/shadcn	../../.agents/skills/shadcn	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/shadcn
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/tailwind-css-patterns	../../.agents/skills/tailwind-css-patterns	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/tailwind-css-patterns
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/tailwind-v4-shadcn	../../.agents/skills/tailwind-v4-shadcn	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/tailwind-v4-shadcn
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/typescript-advanced-types	../../.agents/skills/typescript-advanced-types	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/typescript-advanced-types
specs	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.claude/skills/zod	../../.agents/skills/zod	relative	no	no	no	specs/sk-design/018-sk-design-parent-v2/001-sk-create-chart/008-evilcharts-reference-research/context/evilcharts/.agents/skills/zod
specs	specs/sk-git/028-crawlable-commit-history/007-git-workflow-run-failures/research/lineages/deepseek/scratch/it1-worktree-global-hooks/global-hooks/pre-commit	/Users/michelkerkmeester/worktrees/public/048-crawlable-commit-history/specs/sk-git/028-crawlable-commit-history/007-git-workflow-run-failures/research/lineages/deepseek/scratch/it1-worktree-global-hooks/installer-repo/.opencode/scripts/git-hooks/pre-commit	absolute	no	yes	yes	/Users/michelkerkmeester/worktrees/public/048-crawlable-commit-history/specs/sk-git/028-crawlable-commit-history/007-git-workflow-run-failures/research/lineages/deepseek/scratch/it1-worktree-global-hooks/installer-repo/.opencode/scripts/git-hooks/pre-commit
specs	specs/system-deep-loop/036-deep-loop-innovation/changelog.md	changelog/changelog-036-root.md	relative	no	no	no	specs/system-deep-loop/036-deep-loop-innovation/changelog/changelog-036-root.md
specs	specs/system-speckit/033-system-speckit-v4/038-goal-unification/007-retirement-docs-and-verification/review/lineages/deepseek-review-3/scratch/hostile/ws/specs/t/002-escape	/Users/michelkerkmeester/MEGA/Development/Code_Environment/Public/specs/system-speckit/033-system-speckit-v4/036-goal-unification/007-retirement-docs-and-verification/review/lineages/deepseek-review-3/scratch/hostile/outside	absolute	no	no	yes	/Users/michelkerkmeester/MEGA/Development/Code_Environment/Public/specs/system-speckit/033-system-speckit-v4/036-goal-unification/007-retirement-docs-and-verification/review/lineages/deepseek-review-3/scratch/hostile/outside
