season,franchise,games,wins,losses,win_pct,avg_elo,pts_per_game,opp_pts_per_game,playoff_games,playoff_wins
2007,Knicks,82,33,49,40.2,1412.0,97.5,100.3,0,0
2007,Lakers,82,42,40,51.2,1536.0,103.3,103.4,5,1
2007,Magic,82,40,42,48.8,1495.0,94.8,94.0,4,0
2007,Mavericks,82,67,15,81.7,1696.0,100.0,92.8,6,2
2007,Nets,82,41,41,50.0,1484.0,97.6,98.3,12,6
2007,Nuggets,82,45,37,54.9,1511.0,105.4,103.7,5,1
2007,Pacers,82,35,47,42.7,1464.0,95.6,98.0,0,0
2007,Pelicans,82,39,43,47.6,1452.0,95.5,97.1,0,0
2007,Pistons,82,53,29,64.6,1606.0,96.0,91.8,16,10
2007,Raptors,82,47,35,57.3,1478.0,99.5,98.5,6,2
2007,Rockets,82,52,30,63.4,1579.0,97.0,92.1,7,3
2007,Sixers,82,35,47,42.7,1425.0,94.9,98.0,0,0
2007,Spurs,82,58,24,70.7,1677.0,98.5,90.1,20,16
2007,Suns,82,61,21,74.4,1654.0,110.2,102.9,11,6
2007,Thunder,82,31,51,37.8,1456.0,99.1,102.0,0,0
2007,Timberwolves,82,32,50,39.0,1446.0,96.1,99.7,0,0
2007,Trailblazers,82,32,50,39.0,1385.0,94.1,98.4,0,0
2007,Warriors,82,42,40,51.2,1475.0,106.5,106.9,11,5
2007,Wizards,82,41,41,50.0,1523.0,104.3,104.9,4,0
2008,Bucks,82,26,56,31.7,1368.0,97.0,103.9,0,0
2008,Bulls,82,33,49,40.2,1481.0,97.3,100.4,0,0
2008,Cavaliers,82,45,37,54.9,1531.0,96.4,96.7,13,7
2008,Celtics,82,66,16,80.5,1632.0,100.5,90.3,26,16
2008,Clippers,82,23,59,28.0,1418.0,93.8,101.1,0,0
2008,Grizzlies,82,22,60,26.8,1369.0,100.7,106.9,0,0
2008,Hawks,82,37,45,45.1,1436.0,98.2,100.0,7,3
2008,Heat,82,15,67,18.3,1344.0,91.4,100.0,0,0
2008,Hornets,82,32,50,39.0,1418.0,97.1,101.4,0,0
2008,Jazz,82,54,28,65.9,1617.0,106.2,99.3,12,6
2008,Kings,82,38,44,46.3,1453.0,102.5,104.8,0,0
2008,Knicks,82,23,59,28.0,1359.0,96.9,103.5,0,0
2008,Lakers,82,57,25,69.5,1615.0,108.6,101.3,21,14
2008,Magic,82,52,30,63.4,1568.0,104.5,99.0,10,5
2008,Mavericks,82,51,31,62.2,1620.0,100.4,95.9,5,1
2008,Nets,82,34,48,41.5,1434.0,95.8,100.9,0,0
2008,Nuggets,82,50,32,61.0,1574.0,110.7,107.0,4,0
2008,Pacers,82,36,46,43.9,1437.0,104.0,105.4,0,0
2008,Pelicans,82,56,26,68.3,1586.0,100.9,95.6,12,7
2008,Pistons,82,59,23,72.0,1650.0,97.5,90.1,17,10
2008,Raptors,82,41,41,50.0,1541.0,100.2,97.3,5,1
2008,Rockets,82,55,27,67.1,1603.0,96.7,92.0,6,2
2008,Sixers,82,40,42,48.8,1481.0,96.6,96.2,6,2
2008,Spurs,82,56,26,68.3,1653.0,95.4,90.6,17,9
2008,Suns,82,55,27,67.1,1636.0,110.1,105.0,5,1
2008,Thunder,82,20,62,24.4,1350.0,97.5,106.3,0,0
2008,Timberwolves,82,22,60,26.8,1330.0,95.6,102.4,0,0
2008,Trailblazers,82,41,41,50.0,1478.0,95.4,96.3,0,0
2008,Warriors,82,48,34,58.5,1586.0,111.0,108.8,0,0
2008,Wizards,82,43,39,52.4,1477.0,98.8,99.2,6,2
2009,Bucks,82,34,48,41.5,1423.0,99.3,100.4,0,0
2009,Bulls,82,41,41,50.0,1470.0,102.2,102.5,7,3
2009,Cavaliers,82,66,16,80.5,1676.0,100.3,91.4,14,10
2009,Celtics,82,62,20,75.6,1705.0,100.9,93.4,14,7
2009,Clippers,82,19,63,23.2,1327.0,95.1,103.9,0,0
2009,Grizzlies,82,24,58,29.3,1332.0,93.9,99.3,0,0
2009,Hawks,82,47,35,57.3,1523.0,98.1,96.5,11,4
2009,Heat,82,43,39,52.4,1447.0,98.3,98.0,7,3
2009,Hornets,82,35,47,42.7,1449.0,93.6,94.9,0,0
2009,Jazz,82,48,34,58.5,1591.0,103.6,100.9,5,1
2009,Kings,82,17,65,20.7,1351.0,100.6,109.3,0,0
2009,Knicks,82,32,50,39.0,1402.0,105.2,107.8,0,0
2009,Lakers,82,65,17,79.3,1714.0,106.9,99.3,23,16
2009,Magic,82,59,23,72.0,1646.0,101.0,94.4,24,13
2009,Mavericks,82,50,32,61.0,1566.0,101.7,99.8,10,5
2009,Nets,82,34,48,41.5,1442.0,98.1,100.5,0,0
2009,Nuggets,82,54,28,65.9,1594.0,104.3,100.9,16,10
2009,Pacers,82,36,46,43.9,1464.0,105.1,106.2,0,0
2009,Pelicans,82,49,33,59.8,1596.0,95.8,94.3,5,1
2009,Pistons,82,39,43,47.6,1536.0,94.2,94.7,4,0
2009,Raptors,82,33,49,40.2,1456.0,99.0,101.9,0,0
2009,Rockets,82,53,29,64.6,1609.0,98.4,94.4,13,7
2009,Sixers,82,41,41,50.0,1504.0,97.4,97.3,6,2
2009,Spurs,82,54,28,65.9,1616.0,97.0,93.3,5,1
2009,Suns,82,46,36,56.1,1560.0,109.4,107.5,0,0
2009,Thunder,82,23,59,28.0,1317.0,97.0,103.1,0,0
2009,Timberwolves,82,24,58,29.3,1369.0,97.8,102.7,0,0
2009,Trailblazers,82,54,28,65.9,1564.0,99.4,94.1,6,2
2009,Warriors,82,29,53,35.4,1453.0,108.6,112.3,0,0
2009,Wizards,82,19,63,23.2,1364.0,96.1,103.5,0,0
2010,Bucks,82,46,36,56.1,1494.0,97.7,96.0,7,3
2010,Bulls,82,41,41,50.0,1484.0,97.5,99.1,5,1
2010,Cavaliers,82,61,21,74.4,1718.0,102.1,95.6,11,6
2010,Celtics,82,50,32,61.0,1618.0,99.2,95.6,24,15
2010,Clippers,82,29,53,35.4,1366.0,95.7,102.1,0,0
2010,Grizzlies,82,40,42,48.8,1469.0,102.5,104.0,0,0
2010,Hawks,82,53,29,64.6,1583.0,101.7,97.0,11,4
2010,Heat,82,47,35,57.3,1524.0,96.5,94.2,5,1
2010,Hornets,82,44,38,53.7,1516.0,95.3,93.8,4,0
2010,Jazz,82,53,29,64.6,1596.0,104.2,98.9,10,4
2010,Kings,82,25,57,30.5,1349.0,100.0,104.4,0,0
2010,Knicks,82,29,53,35.4,1403.0,102.1,105.9,0,0
2010,Lakers,82,57,25,69.5,1692.0,101.7,97.0,23,16
2010,Magic,82,59,23,72.0,1649.0,102.8,95.3,14,10
2010,Mavericks,82,55,27,67.1,1602.0,102.0,99.3,6,2
2010,Nets,82,12,70,14.6,1305.0,92.4,101.5,0,0
2010,Nuggets,82,53,29,64.6,1628.0,106.5,102.4,6,2
2010,Pacers,82,32,50,39.0,1427.0,100.8,103.8,0,0
2010,Pelicans,82,37,45,45.1,1471.0,100.2,102.7,0,0
2010,Pistons,82,27,55,32.9,1397.0,94.0,99.1,0,0
2010,Raptors,82,40,42,48.8,1477.0,104.1,105.9,0,0
2010,Rockets,82,42,40,51.2,1562.0,102.4,102.7,0,0
2010,Sixers,82,27,55,32.9,1425.0,97.7,101.6,0,0
2010,Spurs,82,50,32,61.0,1594.0,101.4,96.3,10,4
2010,Suns,82,54,28,65.9,1573.0,110.2,105.3,16,10
2010,Thunder,82,50,32,61.0,1529.0,101.5,98.0,6,2
2010,Timberwolves,82,15,67,18.3,1303.0,98.2,107.8,0,0
2010,Trailblazers,82,50,32,61.0,1579.0,98.1,94.8,6,2
2010,Warriors,82,26,56,31.7,1391.0,108.8,112.4,0,0
2010,Wizards,82,26,56,31.7,1369.0,96.2,101.0,0,0
2011,Bucks,82,35,47,42.7,1488.0,91.9,92.7,0,0
2011,Bulls,82,62,20,75.6,1602.0,98.6,91.3,16,9
2011,Cavaliers,82,19,63,23.2,1375.0,95.5,104.5,0,0
2011,Celtics,82,56,26,68.3,1664.0,96.5,91.1,9,5
2011,Clippers,82,32,50,39.0,1387.0,98.6,101.8,0,0
2011,Grizzlies,82,46,36,56.1,1519.0,99.9,97.6,13,7
2011,Hawks,82,44,38,53.7,1545.0,95.0,95.8,12,6
2011,Heat,82,58,24,70.7,1646.0,102.1,94.6,21,14
2011,Hornets,82,34,48,41.5,1454.0,93.3,97.3,0,0
2011,Jazz,82,39,43,47.6,1530.0,99.4,101.3,0,0
2011,Kings,82,24,58,29.3,1348.0,99.4,104.7,0,0
2011,Knicks,82,42,40,51.2,1482.0,106.5,105.7,4,0
2011,Lakers,82,57,25,69.5,1653.0,101.5,95.4,10,4
2011,Magic,82,52,30,63.4,1645.0,99.2,93.7,6,2
2011,Mavericks,82,57,25,69.5,1621.0,100.2,96.0,21,16
2011,Nets,82,24,58,29.3,1346.0,94.2,100.4,0,0
2011,Nuggets,82,50,32,61.0,1585.0,107.5,102.7,5,1
2011,Pacers,82,37,45,45.1,1482.0,99.8,100.9,5,1
2011,Pelicans,82,46,36,56.1,1530.0,94.9,94.0,6,2
2011,Pistons,82,30,52,36.6,1391.0,97.0,100.6,0,0
2011,Raptors,82,22,60,26.8,1378.0,99.1,105.4,0,0
2011,Rockets,82,43,39,52.4,1515.0,105.9,103.7,0,0
2011,Sixers,82,41,41,50.0,1492.0,99.0,97.5,5,1
2011,Spurs,82,61,21,74.4,1666.0,103.7,98.0,6,2
2011,Suns,82,40,42,48.8,1545.0,105.0,105.9,0,0
2011,Thunder,82,55,27,67.1,1588.0,104.8,101.0,17,9
2011,Timberwolves,82,17,65,20.7,1315.0,101.1,107.7,0,0
2011,Trailblazers,82,48,34,58.5,1544.0,96.3,94.8,6,2
2011,Warriors,82,36,46,43.9,1432.0,103.4,105.7,0,0
2011,Wizards,82,23,59,28.0,1337.0,97.3,104.7,0,0
2012,Bucks,66,31,35,47.0,1495.0,99.0,98.7,0,0
2012,Bulls,66,50,16,75.8,1674.0,96.3,88.2,6,2
2012,Cavaliers,66,21,45,31.8,1366.0,93.0,100.2,0,0
2012,Celtics,66,39,27,59.1,1559.0,91.8,89.3,20,11
2012,Clippers,66,40,26,60.6,1532.0,97.5,95.0,11,4
2012,Grizzlies,66,41,25,62.1,1582.0,95.0,93.0,7,3
2012,Hawks,66,40,26,60.6,1537.0,96.6,93.2,6,2
2012,Heat,66,46,20,69.7,1680.0,98.5,92.5,23,16
2012,Hornets,66,7,59,10.6,1284.0,87.0,100.9,0,0
2012,Jazz,66,36,30,54.5,1496.0,99.7,99.0,4,0
2012,Kings,66,22,44,33.3,1401.0,98.8,104.4,0,0
2012,Knicks,66,36,30,54.5,1503.0,97.8,94.7,5,1
2012,Lakers,66,41,25,62.1,1595.0,97.3,95.9,12,5
2012,Magic,66,37,29,56.1,1564.0,94.2,93.4,5,1
2012,Mavericks,66,36,30,54.5,1595.0,95.8,94.8,4,0
2012,Nets,66,22,44,33.3,1343.0,93.1,99.1,0,0
2012,Nuggets,66,38,28,57.6,1580.0,104.1,101.2,7,3
2012,Pacers,66,42,24,63.6,1546.0,97.7,94.4,11,6
2012,Pelicans,66,21,45,31.8,1419.0,89.6,93.4,0,0
2012,Pistons,66,25,41,37.9,1381.0,90.9,95.7,0,0
2012,Raptors,66,23,43,34.8,1368.0,90.7,94.0,0,0
2012,Rockets,66,34,32,51.5,1528.0,98.1,97.9,0,0
2012,Sixers,66,35,31,53.0,1557.0,93.6,89.4,13,7
2012,Spurs,66,50,16,75.8,1631.0,103.7,96.5,14,10
2012,Suns,66,33,33,50.0,1506.0,98.4,98.6,0,0
2012,Thunder,66,47,19,71.2,1666.0,103.1,96.9,20,13
2012,Timberwolves,66,26,40,39.4,1429.0,97.9,100.1,0,0
2012,Trailblazers,66,28,38,42.4,1522.0,97.2,97.8,0,0
2012,Warriors,66,23,43,34.8,1454.0,97.8,101.2,0,0
2012,Wizards,66,20,46,30.3,1332.0,93.6,98.4,0,0
2013,Bucks,82,38,44,46.3,1484.0,98.9,100.4,4,0
2013,Bulls,82,45,37,54.9,1553.0,93.2,92.9,12,5
2013,Cavaliers,82,24,58,29.3,1351.0,96.5,101.2,0,0
2013,Celtics,81,41,40,50.6,1532.0,96.5,96.7,6,2
2013,Clippers,82,56,26,68.3,1629.0,101.1,94.6,6,2
2013,Grizzlies,82,56,26,68.3,1614.0,93.4,89.3,15,8
2013,Hawks,82,44,38,53.7,1528.0,98.0,97.5,6,2
2013,Heat,82,66,16,80.5,1689.0,102.9,95.0,23,16
2013,Hornets,82,21,61,25.6,1260.0,93.4,102.7,0,0
2013,Jazz,82,43,39,52.4,1518.0,98.0,98.1,0,0
2013,Kings,82,28,54,34.1,1392.0,100.2,105.1,0,0
2013,Knicks,82,54,28,65.9,1588.0,100.0,95.7,12,6
2013,Lakers,82,45,37,54.9,1535.0,102.2,101.0,4,0
2013,Magic,82,20,62,24.4,1357.0,94.1,101.1,0,0
2013,Mavericks,82,41,41,50.0,1495.0,101.1,101.7,0,0
2013,Nets,82,49,33,59.8,1499.0,96.9,95.1,7,3
2013,Nuggets,82,57,25,69.5,1619.0,106.1,101.1,6,2
2013,Pacers,81,49,32,60.5,1578.0,94.7,90.7,19,11
2013,Pelicans,82,27,55,32.9,1425.0,94.1,97.9,0,0
2013,Pistons,82,29,53,35.4,1411.0,94.9,98.8,0,0
2013,Raptors,82,34,48,41.5,1434.0,97.2,98.7,0,0
2013,Rockets,82,45,37,54.9,1558.0,106.0,102.5,6,2
2013,Sixers,82,34,48,41.5,1449.0,93.2,96.5,0,0
2013,Spurs,82,58,24,70.7,1691.0,103.0,96.6,21,15
2013,Suns,82,25,57,30.5,1433.0,95.2,101.6,0,0
2013,Thunder,82,60,22,73.2,1693.0,105.7,96.5,11,5
2013,Timberwolves,82,31,51,37.8,1436.0,95.7,98.1,0,0
2013,Trailblazers,82,33,49,40.2,1459.0,97.5,100.7,0,0
2013,Warriors,82,47,35,57.3,1510.0,101.2,100.3,12,6
2013,Wizards,82,29,53,35.4,1408.0,93.2,95.8,0,0
2014,Bucks,82,15,67,18.3,1319.0,95.5,103.7,0,0
2014,Bulls,82,48,34,58.5,1525.0,93.7,91.8,5,1
2014,Cavaliers,82,33,49,40.2,1387.0,98.2,101.5,0,0
2014,Celtics,82,25,57,30.5,1420.0,96.2,100.7,0,0
2014,Clippers,82,57,25,69.5,1645.0,107.9,101.0,13,6
2014,Grizzlies,82,50,32,61.0,1568.0,96.1,94.6,7,3
2014,Hawks,82,38,44,46.3,1480.0,101.0,101.5,7,3
2014,Heat,82,54,28,65.9,1675.0,102.2,97.4,20,13
2014,Hornets,82,43,39,52.4,1432.0,96.9,97.1,4,0
2014,Jazz,82,25,57,30.5,1422.0,95.0,102.2,0,0
2014,Kings,82,28,54,34.1,1415.0,100.5,103.4,0,0
2014,Knicks,82,37,45,45.1,1473.0,98.6,99.4,0,0
2014,Lakers,82,27,55,32.9,1414.0,103.0,109.2,0,0
2014,Magic,82,23,59,28.0,1332.0,96.5,102.0,0,0
2014,Mavericks,82,49,33,59.8,1559.0,104.8,102.4,7,3
2014,Nets,82,44,38,53.7,1500.0,98.5,99.5,12,5
2014,Nuggets,82,36,46,43.9,1514.0,104.4,106.5,0,0
2014,Pacers,82,56,26,68.3,1632.0,96.7,92.3,19,10
2014,Pelicans,82,34,48,41.5,1444.0,99.7,102.4,0,0
2014,Pistons,82,29,53,35.4,1401.0,101.0,104.7,0,0
2014,Raptors,82,48,34,58.5,1548.0,101.3,98.0,7,3
2014,Rockets,82,54,28,65.9,1612.0,107.7,103.1,6,2
2014,Sixers,82,19,63,23.2,1313.0,99.5,109.9,0,0
2014,Spurs,82,62,20,75.6,1693.0,105.4,97.6,23,16
2014,Suns,82,48,34,58.5,1513.0,105.2,102.6,0,0
2014,Thunder,82,59,23,72.0,1680.0,106.2,99.8,19,10
2014,Timberwolves,82,40,42,48.8,1543.0,106.9,104.3,0,0
2014,Trailblazers,82,54,28,65.9,1576.0,106.7,102.8,11,5
2014,Warriors,82,51,31,62.2,1603.0,104.3,99.5,7,3
2014,Wizards,82,44,38,53.7,1498.0,100.7,99.4,11,6
2015,Bucks,82,41,41,50.0,1455.0,97.8,97.4,6,2
2015,Bulls,82,50,32,61.0,1567.0,100.8,97.8,12,6
2015,Cavaliers,82,53,29,64.6,1544.0,103.1,98.7,20,14
2015,Celtics,82,40,42,48.8,1420.0,101.4,101.2,4,0
2015,Clippers,82,56,26,68.3,1648.0,106.7,100.1,14,7
2015,Grizzlies,82,55,27,67.1,1622.0,98.3,95.1,11,6
2015,Hawks,82,60,22,73.2,1609.0,102.5,97.1,16,8
2015,Heat,82,37,45,45.1,1489.0,94.7,97.3,0,0
2015,Hornets,82,33,49,40.2,1454.0,94.2,97.3,0,0
2015,Jazz,82,38,44,46.3,1448.0,95.1,94.9,0,0
2015,Kings,82,29,53,35.4,1425.0,101.3,105.0,0,0
2015,Knicks,82,17,65,20.7,1353.0,91.9,101.2,0,0
2015,Lakers,82,21,61,25.6,1373.0,98.5,105.3,0,0
2015,Magic,82,25,57,30.5,1339.0,95.7,101.4,0,0
2015,Mavericks,82,50,32,61.0,1601.0,105.2,102.3,5,1
2015,Nets,82,38,44,46.3,1469.0,98.0,100.9,6,2
2015,Nuggets,82,30,52,36.6,1448.0,101.5,105.0,0,0
2015,Pacers,82,38,44,46.3,1478.0,97.3,97.0,0,0
2015,Pelicans,82,45,37,54.9,1499.0,99.4,98.6,4,0
2015,Pistons,82,32,50,39.0,1408.0,98.5,99.5,0,0
2015,Raptors,82,49,33,59.8,1574.0,104.0,100.9,4,0
2015,Rockets,82,56,26,68.3,1618.0,103.9,100.5,17,9
2015,Sixers,82,18,64,22.0,1282.0,92.0,101.0,0,0
2015,Spurs,82,55,27,67.1,1672.0,103.2,97.0,7,3
2015,Suns,82,39,43,47.6,1540.0,102.4,103.3,0,0
2015,Thunder,82,45,37,54.9,1581.0,104.0,101.8,0,0
2015,Timberwolves,82,16,66,19.5,1366.0,97.8,106.5,0,0
2015,Trailblazers,82,51,31,62.2,1620.0,102.8,98.6,5,1
2015,Warriors,82,67,15,81.7,1709.0,110.0,99.9,21,16
2015,Wizards,82,46,36,56.1,1537.0,98.5,97.8,10,6
