country,year,coal_twh,gas_twh,oil_twh,nuclear_twh,hydro_twh,solar_twh,wind_twh,other_renewables_twh,total_twh,renewables_share_pct,per_capita_kwh
Norway,2011,0.04,3.71,0.27,0.0,120.28,0.0,1.29,0.34,125.93,96.8,25425.0
Norway,2012,0.04,2.24,0.31,0.0,141.72,0.0,1.54,0.33,146.18,98.2,29128.0
Norway,2013,0.04,2.07,0.61,0.0,128.14,0.0,1.88,0.4,133.14,98.0,26208.0
Norway,2014,0.04,2.22,0.68,0.0,135.47,0.0,2.22,0.25,140.88,97.9,27422.0
Norway,2015,0.04,2.2,0.69,0.0,137.3,0.0,2.52,0.25,143.0,98.0,27554.0
Norway,2016,0.04,2.21,0.63,0.0,142.81,0.0,2.11,0.23,148.03,98.1,28272.0
Norway,2017,0.04,2.06,0.69,0.0,142.37,0.0,2.85,0.26,148.27,98.1,28098.0
Norway,2018,0.04,2.18,0.67,0.0,138.98,0.0,3.87,0.2,145.94,98.0,27475.0
Norway,2019,0.04,2.06,0.66,0.0,125.29,0.01,5.52,0.25,133.83,97.9,25026.0
Norway,2020,0.04,1.61,0.64,0.0,141.8,0.08,9.91,0.24,154.32,98.5,28688.0
Norway,2021,0.04,0.31,0.72,0.0,143.97,0.11,11.76,0.22,157.13,99.3,29055.0
Norway,2022,0.04,1.15,0.78,0.0,128.24,0.17,14.8,0.24,145.42,98.6,26649.0
Norway,2023,0.03,1.53,0.79,0.0,136.71,0.36,13.96,0.25,153.63,98.5,27836.0
Poland,1990,130.36,0.13,2.45,0.0,1.44,0.0,0.0,0.05,134.43,1.1,3532.0
Poland,1991,128.75,0.11,2.36,0.0,1.42,0.0,0.0,0.08,132.72,1.1,3479.0
Poland,1992,126.58,0.1,2.38,0.0,1.51,0.0,0.0,0.11,130.68,1.2,3418.0
Poland,1993,127.67,0.1,2.46,0.0,1.49,0.0,0.0,0.06,131.78,1.2,3441.0
Poland,1994,128.39,0.15,2.97,0.0,1.73,0.0,0.0,0.05,133.29,1.3,3476.0
Poland,1995,131.77,0.26,3.06,0.0,1.89,0.0,0.0,0.07,137.05,1.4,3572.0
Poland,1996,135.48,0.32,3.33,0.0,1.93,0.0,0.0,0.13,141.19,1.5,3681.0
Poland,1997,134.74,0.22,3.85,0.0,1.96,0.0,0.0,0.17,140.94,1.5,3675.0
Poland,1998,134.23,0.31,3.7,0.0,2.31,0.0,0.0,0.22,140.77,1.8,3673.0
Poland,1999,133.33,0.62,3.7,0.0,2.15,0.0,0.0,0.19,139.99,1.7,3656.0
Poland,2000,135.89,0.93,4.03,0.0,2.11,0.0,0.0,0.22,143.18,1.6,3742.0
Poland,2001,134.97,1.36,4.61,0.0,2.33,0.0,0.01,0.44,143.72,1.9,3758.0
Poland,2002,132.94,2.2,4.58,0.0,2.28,0.0,0.06,0.43,142.49,1.9,3727.0
Poland,2003,140.66,2.42,4.68,0.0,1.67,0.0,0.12,0.46,150.01,1.5,3927.0
Poland,2004,141.12,3.22,5.0,0.0,2.08,0.0,0.14,0.98,152.54,2.1,3997.0
Poland,2005,141.88,5.16,4.4,0.0,2.2,0.0,0.14,1.51,155.29,2.5,4073.0
Poland,2006,147.01,4.58,4.82,0.0,2.04,0.0,0.26,1.99,160.7,2.7,4221.0
Poland,2007,144.01,4.48,4.6,0.0,2.35,0.0,0.52,2.56,158.52,3.4,4169.0
Poland,2008,138.89,4.68,4.32,0.0,2.15,0.0,0.84,3.62,154.5,4.3,4066.0
Poland,2009,133.38,4.79,4.0,0.0,2.38,0.0,1.08,5.23,150.86,5.8,3970.0
Poland,2010,136.51,4.8,4.58,0.0,2.92,0.0,1.66,6.3,156.77,6.9,4115.0
Poland,2011,139.76,5.82,4.16,0.0,2.33,0.0,3.2,7.6,162.87,8.1,4263.0
Poland,2012,134.57,6.26,3.77,0.0,2.04,0.0,4.75,10.09,161.48,10.5,4222.0
Poland,2013,137.72,5.27,3.73,0.0,2.44,0.0,6.0,8.62,163.78,10.4,4281.0
Poland,2014,129.52,5.33,3.65,0.0,2.18,0.01,7.68,9.98,158.35,12.5,4138.0
Poland,2015,130.52,6.39,4.7,0.0,1.83,0.06,10.86,9.94,164.3,13.8,4294.0
Poland,2016,130.32,7.83,5.04,0.0,2.14,0.12,12.59,7.96,166.0,13.7,4338.0
Poland,2017,131.16,10.03,4.59,0.0,2.56,0.17,14.91,6.49,169.91,14.2,4442.0
Poland,2018,130.56,12.63,4.62,0.0,1.97,0.3,12.8,6.55,169.43,12.8,4431.0
Poland,2019,118.14,14.8,4.82,0.0,1.96,0.71,15.11,7.68,163.22,15.6,4270.0
Poland,2020,107.4,17.29,4.23,0.0,2.12,1.96,15.8,8.35,157.15,18.0,4117.0
Poland,2021,127.57,15.82,4.84,0.0,2.34,3.93,16.23,8.06,178.79,17.1,4700.0
Poland,2022,124.73,11.36,4.82,0.0,1.97,8.31,19.78,7.63,178.6,21.1,4653.0
Poland,2023,98.85,16.49,4.32,0.0,2.41,11.11,24.18,8.16,165.52,27.7,4270.0
Russia,1990,156.85,511.62,128.49,118.33,166.85,0.0,0.0,0.07,1082.2,15.4,7264.0
Russia,1991,154.74,501.31,123.97,119.98,168.09,0.0,0.0,0.07,1068.16,15.7,7147.0
Russia,1992,154.11,460.19,100.05,119.63,172.59,0.0,0.0,0.06,1008.45,17.1,6772.0
Russia,1993,148.39,429.17,82.89,119.19,174.29,0.0,0.0,0.06,956.59,18.2,6458.0
Russia,1994,162.49,363.74,73.27,97.82,175.93,0.0,0.0,0.06,875.91,20.1,5910.0
Russia,1995,160.3,353.54,67.79,99.53,176.25,0.0,0.0,0.06,860.03,20.5,5800.0
Russia,1996,160.63,364.11,56.51,109.03,154.31,0.0,0.0,0.06,847.18,18.2,5721.0
Russia,1997,157.02,356.87,51.79,108.5,157.43,0.0,0.0,0.06,834.13,18.9,5642.0
Russia,1998,162.97,346.5,52.94,103.72,158.5,0.0,0.0,0.06,827.16,19.2,5603.0
Russia,1999,161.34,358.63,40.9,121.87,160.49,0.0,0.0,0.06,846.23,19.0,5747.0
Russia,2000,175.62,370.37,36.9,130.71,164.08,0.0,0.0,0.08,877.76,18.7,5983.0
Russia,2001,168.77,376.74,34.82,136.93,173.9,0.0,0.0,0.11,891.27,19.5,6100.0
Russia,2002,170.36,384.77,32.17,141.63,162.17,0.0,0.01,0.17,891.28,18.2,6107.0
Russia,2003,172.24,406.82,30.84,150.34,155.67,0.0,0.01,0.37,916.29,17.0,6285.0
Russia,2004,160.85,422.56,27.65,144.71,175.68,0.0,0.01,0.45,931.91,18.9,6419.0
Russia,2005,165.74,440.07,25.78,149.45,172.61,0.0,0.01,0.45,954.11,18.1,6598.0
Russia,2006,177.77,455.25,28.85,156.44,173.29,0.0,0.01,0.51,992.12,17.5,6885.0
Russia,2007,170.72,489.14,21.25,160.06,177.04,0.0,0.01,0.48,1018.7,17.4,7081.0
Russia,2008,196.64,494.44,20.56,163.08,164.78,0.0,0.01,0.49,1040.0,15.9,7232.0
Russia,2009,164.39,469.83,20.6,163.58,174.2,0.0,0.0,0.5,993.1,17.6,6903.0
Russia,2010,166.1,520.53,13.96,170.41,166.48,0.0,0.0,0.54,1038.02,16.1,7212.0
Russia,2011,165.01,521.3,31.99,172.94,163.05,0.0,0.01,0.56,1054.86,15.5,7323.0
Russia,2012,169.16,526.11,32.51,177.53,163.45,0.0,0.01,0.5,1069.27,15.3,7411.0
Russia,2013,161.87,529.96,13.1,172.51,181.15,0.01,0.0,0.48,1059.08,17.2,7324.0
Russia,2014,158.7,534.85,15.68,180.76,173.4,0.16,0.1,0.55,1064.2,16.4,7343.0
Russia,2015,158.55,529.76,14.81,195.47,167.99,0.34,0.15,0.48,1067.55,15.8,7347.0
Russia,2016,171.45,521.81,15.42,196.61,184.61,0.47,0.15,0.45,1090.97,17.0,7484.0
Russia,2017,174.01,516.27,11.39,203.14,185.16,0.54,0.14,0.52,1091.17,17.1,7464.0
Russia,2018,176.61,523.72,12.28,204.58,190.64,0.62,0.24,0.5,1109.19,17.3,7575.0
Russia,2019,187.55,512.33,13.07,208.99,194.38,0.99,0.31,0.54,1118.16,17.5,7631.0
Russia,2020,174.96,465.88,12.42,215.91,212.44,1.86,1.14,0.81,1085.42,19.9,7416.0
Russia,2021,187.14,513.41,13.89,222.39,214.53,2.31,2.58,0.82,1157.07,19.0,7934.0
Russia,2022,191.96,531.59,14.58,223.7,197.67,2.4,4.2,0.84,1166.94,17.6,8016.0
Russia,2023,204.06,533.35,14.36,217.38,200.87,2.63,4.75,0.85,1178.25,17.7,8101.0
Saudi Arabia,1990,0.0,40.73,39.15,0.0,0.0,0.0,0.0,0.0,79.88,0.0,7507.0
Saudi Arabia,1991,0.0,42.76,42.24,0.0,0.0,0.0,0.0,0.0,85.0,0.0,7616.0
Saudi Arabia,1992,0.0,43.9,49.58,0.0,0.0,0.0,0.0,0.0,93.47,0.0,7998.0
Saudi Arabia,1993,0.0,47.88,54.79,0.0,0.0,0.0,0.0,0.0,102.67,0.0,8405.0
Saudi Arabia,1994,0.0,50.48,55.57,0.0,0.0,0.0,0.0,0.0,106.05,0.0,8317.0
Saudi Arabia,1995,0.0,49.81,60.12,0.0,0.0,0.0,0.0,0.0,109.93,0.0,8272.0
Saudi Arabia,1996,0.0,49.52,62.65,0.0,0.0,0.0,0.0,0.0,112.17,0.0,8110.0
Saudi Arabia,1997,0.0,52.91,66.19,0.0,0.0,0.0,0.0,0.0,119.1,0.0,8286.0
Saudi Arabia,1998,0.0,53.6,72.57,0.0,0.0,0.0,0.0,0.0,126.17,0.0,8455.0
Saudi Arabia,1999,0.0,54.9,76.1,0.0,0.0,0.0,0.0,0.0,131.0,0.0,8467.0
Saudi Arabia,2000,0.0,63.84,74.85,0.0,,0.0,0.0,0.0,138.69,0.0,8573.0
Saudi Arabia,2001,0.0,76.65,69.44,0.0,,0.0,0.0,0.0,146.09,0.0,8573.0
Saudi Arabia,2002,0.0,86.51,68.4,0.0,,0.0,0.0,0.0,154.91,0.0,8649.0
Saudi Arabia,2003,0.0,91.36,75.22,0.0,,0.0,0.0,0.0,166.58,0.0,8867.0
Saudi Arabia,2004,0.0,98.74,74.67,0.0,,0.0,0.0,0.0,173.41,0.0,8816.0
Saudi Arabia,2005,0.0,107.93,83.12,0.0,,0.0,0.0,0.0,191.05,0.0,9292.0
Saudi Arabia,2006,0.0,104.55,91.76,0.0,,0.0,0.0,0.0,196.31,0.0,9148.0
Saudi Arabia,2007,0.0,102.71,101.72,0.0,,0.0,0.0,0.0,204.43,0.0,9139.0
Saudi Arabia,2008,0.0,100.71,103.49,0.0,,0.0,0.0,0.0,204.2,0.0,8769.0
Saudi Arabia,2009,0.0,94.09,123.22,0.0,,0.0,0.0,0.0,217.31,0.0,8973.0
Saudi Arabia,2010,0.0,111.38,137.39,0.0,,0.0,0.0,0.0,248.77,0.0,9889.0
Saudi Arabia,2011,0.0,115.6,143.54,0.0,,0.01,0.0,0.0,259.15,0.0,9927.0
Saudi Arabia,2012,0.0,131.49,150.11,0.0,,0.03,0.0,0.0,281.63,0.0,10407.0
Saudi Arabia,2013,0.0,138.8,155.88,0.0,,0.04,0.0,0.0,294.72,0.0,10516.0
Saudi Arabia,2014,0.0,152.48,175.67,0.0,,0.05,0.0,0.0,328.2,0.0,11318.0
Saudi Arabia,2015,0.0,165.33,185.26,0.0,,0.05,0.0,0.0,350.64,0.0,11698.0
Saudi Arabia,2016,0.0,188.56,169.05,0.0,,0.05,0.0,0.0,357.66,0.0,11643.0
Saudi Arabia,2017,0.0,222.73,172.19,0.0,,0.07,0.0,0.0,394.99,0.0,12832.0
Saudi Arabia,2018,0.0,226.68,147.93,0.0,,0.16,0.0,0.0,374.77,0.0,12342.0
Saudi Arabia,2019,0.0,223.54,154.79,0.0,,0.21,0.01,0.0,378.55,0.1,12423.0
Saudi Arabia,2020,0.0,231.57,148.41,0.0,,0.91,0.01,0.0,380.9,0.2,12291.0
Saudi Arabia,2021,0.0,242.09,149.86,0.0,,0.99,0.01,0.0,392.95,0.3,12543.0
Saudi Arabia,2022,0.0,247.84,159.99,0.0,,1.22,0.79,0.0,409.84,0.5,12738.0
Saudi Arabia,2023,0.0,265.5,159.03,0.0,,3.13,1.59,0.0,429.25,1.1,12904.0
South Africa,1990,155.93,0.0,0.0,8.45,1.01,0.0,0.0,0.0,167.23,0.6,4104.0
South Africa,1991,155.39,0.0,0.0,9.14,1.98,0.0,0.0,0.0,168.32,1.2,4038.0
South Africa,1992,156.72,0.0,0.0,9.29,0.75,0.0,0.0,0.0,168.09,0.4,3960.0
South Africa,1993,165.96,0.0,0.0,7.25,0.15,0.0,0.0,0.0,174.71,0.1,4035.0
South Africa,1994,169.4,0.0,0.0,9.7,1.07,0.0,0.0,0.0,181.69,0.6,4129.0
South Africa,1995,173.55,0.0,0.0,11.3,0.53,0.0,0.0,0.0,186.66,0.3,4191.0
South Africa,1996,184.72,0.0,0.0,11.78,1.32,0.0,0.0,0.06,200.09,0.7,4434.0
South Africa,1997,192.87,0.0,0.0,12.65,2.09,0.0,0.0,0.15,210.36,1.1,4606.0
South Africa,1998,187.53,0.0,0.0,13.6,1.59,0.0,0.0,0.23,205.37,0.9,4443.0
South Africa,1999,186.66,0.0,0.0,12.84,0.73,0.0,0.0,0.2,203.01,0.5,4344.0
South Africa,2000,196.07,0.0,0.0,13.01,1.1,0.0,0.0,0.48,210.66,0.8,4467.0
South Africa,2001,197.23,0.0,0.0,10.72,1.72,0.0,0.0,0.42,210.09,1.0,4417.0
South Africa,2002,206.03,0.0,0.0,11.99,2.08,0.02,0.0,0.46,220.58,1.2,4594.0
South Africa,2003,220.31,0.0,0.0,12.66,0.83,0.02,0.01,0.41,234.24,0.5,4830.0
South Africa,2004,229.88,0.0,0.0,13.37,0.95,0.02,0.01,0.38,244.61,0.6,4993.0
South Africa,2005,231.76,0.09,0.0,11.29,1.33,0.02,0.01,0.43,244.93,0.7,4949.0
South Africa,2006,240.42,0.02,0.0,10.03,2.9,0.02,0.01,0.41,253.81,1.3,5076.0
South Africa,2007,247.58,0.09,1.17,11.32,2.87,0.02,0.01,0.43,263.49,1.3,5215.0
South Africa,2008,243.3,0.09,0.14,13.0,1.26,0.02,0.02,0.46,258.29,0.7,5053.0
South Africa,2009,234.74,0.01,0.05,12.81,1.45,0.02,0.03,0.45,249.56,0.8,4824.0
South Africa,2010,243.45,0.82,0.2,13.53,1.14,0.02,0.03,0.4,259.59,0.6,4959.0
South Africa,2011,244.44,0.89,0.72,12.9,3.06,0.02,0.04,0.41,262.48,1.3,4953.0
South Africa,2012,239.68,1.78,1.93,12.97,1.02,0.03,0.04,0.42,257.87,0.6,4795.0
South Africa,2013,233.49,3.02,3.66,14.11,1.1,0.05,0.04,0.48,255.95,0.7,4681.0
South Africa,2014,229.77,3.14,3.76,13.79,1.8,1.08,1.07,0.36,254.77,1.7,4583.0
South Africa,2015,227.3,0.0,3.99,12.24,0.73,2.4,3.07,0.32,250.05,2.6,4408.0
South Africa,2016,229.58,0.0,0.03,15.03,0.62,3.01,4.21,0.33,252.81,3.2,4415.0
South Africa,2017,228.7,0.0,0.12,14.19,0.78,3.94,7.02,0.39,255.14,4.8,4427.0
South Africa,2018,231.01,0.0,1.23,11.58,1.1,4.54,6.41,0.43,256.3,4.9,4373.0
South Africa,2019,225.26,0.0,1.36,13.25,0.74,5.4,6.63,0.43,253.07,5.2,4247.0
South Africa,2020,214.08,0.0,1.49,9.9,1.47,6.98,6.41,0.41,240.74,6.3,3975.0
South Africa,2021,210.92,0.0,3.27,12.35,2.02,7.84,8.65,0.41,245.46,7.7,3991.0
South Africa,2022,201.77,0.0,3.68,10.1,3.1,10.46,9.7,0.36,239.17,9.9,3834.0
South Africa,2023,192.29,0.0,3.68,8.1,2.0,14.81,11.6,0.47,232.95,12.4,3685.0
South Korea,1990,33.51,12.39,13.31,52.89,4.68,0.0,0.0,0.0,118.46,4.0,2687.0
South Korea,1991,36.83,13.21,20.21,56.31,3.49,0.0,0.0,0.0,131.62,2.6,2962.0
South Korea,1992,42.36,19.54,23.15,56.53,3.1,0.0,0.0,0.0,146.44,2.1,3279.0
South Korea,1993,53.5,18.92,25.33,58.14,4.23,0.0,0.0,0.0,161.9,2.6,3607.0
South Korea,1994,65.1,17.91,37.6,58.65,2.35,0.0,0.0,0.0,183.37,1.3,4063.0
South Korea,1995,72.01,29.22,29.56,67.03,2.76,0.0,0.0,0.25,203.55,1.5,4487.0
South Korea,1996,81.71,34.77,29.84,73.92,2.42,0.0,0.0,0.4,225.85,1.3,4949.0
South Korea,1997,93.94,42.0,28.13,77.09,2.81,0.0,0.0,0.08,246.59,1.2,5367.0
South Korea,1998,102.95,27.88,10.52,89.69,4.28,0.0,0.0,0.06,237.2,1.8,5131.0
South Korea,1999,111.1,29.91,11.91,103.06,4.16,0.01,0.01,0.09,262.15,1.6,5638.0
South Korea,2000,114.88,29.66,32.83,108.96,4.01,0.01,0.02,0.08,290.45,1.4,6211.0
South Korea,2001,127.36,33.67,34.28,112.13,2.33,0.01,0.01,0.09,309.88,0.8,6587.0
South Korea,2002,137.49,42.93,29.06,119.1,3.23,0.01,0.01,0.18,332.01,1.0,7019.0
South Korea,2003,139.13,45.51,28.35,129.67,4.89,0.01,0.02,0.19,347.77,1.5,7319.0
South Korea,2004,143.41,63.18,26.06,130.71,4.31,0.01,0.05,0.29,368.02,1.3,7716.0
South Korea,2005,150.36,64.49,23.77,146.78,3.67,0.01,0.13,0.26,389.47,1.0,8139.0
South Korea,2006,153.99,74.84,21.43,148.75,3.47,0.03,0.24,0.24,402.99,1.0,8394.0
South Korea,2007,170.89,84.4,22.72,142.94,3.63,0.07,0.38,0.38,425.41,1.0,8830.0
South Korea,2008,190.95,81.7,14.56,150.96,3.07,0.28,0.44,0.65,442.61,1.0,9153.0
South Korea,2009,209.35,71.38,19.34,147.77,2.81,0.57,0.69,0.54,452.45,1.0,9320.0
South Korea,2010,218.41,104.3,18.03,148.6,3.68,0.77,0.82,0.42,495.03,1.1,10150.0
South Korea,2011,225.08,115.34,15.62,154.72,4.6,0.92,0.86,1.02,518.16,1.4,10547.0
South Korea,2012,223.43,128.94,20.34,150.33,3.97,1.13,0.91,2.16,531.21,1.5,10710.0
South Korea,2013,223.75,143.85,20.55,138.78,4.29,1.67,1.15,3.12,537.16,1.9,10728.0
South Korea,2014,226.07,130.84,14.17,156.41,2.75,2.69,1.15,6.3,540.38,2.4,10692.0
South Korea,2015,232.68,122.03,13.13,164.76,2.15,4.23,1.34,7.48,547.8,2.8,10745.0
South Korea,2016,232.91,130.52,17.43,161.99,2.85,5.52,1.68,8.08,560.98,3.2,10936.0
South Korea,2017,260.79,135.16,9.7,148.43,2.81,7.74,2.17,9.61,576.41,3.9,11195.0
South Korea,2018,257.67,163.28,10.65,133.51,3.36,10.17,2.46,11.81,592.91,4.7,11481.0
South Korea,2019,245.04,155.41,7.43,145.91,2.79,14.19,2.68,13.35,586.8,5.6,11335.0
South Korea,2020,207.97,162.54,6.02,160.18,3.88,19.34,3.15,14.03,577.11,7.0,11129.0
South Korea,2021,213.32,181.23,7.1,158.01,3.05,24.72,3.18,17.15,607.76,7.9,11722.0
South Korea,2022,209.22,174.71,7.12,176.05,3.54,30.73,3.37,17.85,622.59,8.9,12023.0
South Korea,2023,201.34,169.61,6.98,180.49,3.72,33.24,3.39,18.72,617.49,9.6,11932.0
Spain,1990,59.74,1.51,9.61,54.27,25.47,0.01,0.01,0.54,151.16,17.2,3867.0
Spain,1991,58.8,1.36,11.16,55.58,27.25,0.01,0.01,0.54,154.71,18.0,3947.0
Spain,1992,64.22,1.71,15.34,55.78,18.92,0.01,0.1,0.57,156.65,12.5,3974.0
Spain,1993,62.42,1.2,10.31,56.06,24.42,0.01,0.12,0.58,155.12,16.2,3912.0
Spain,1994,61.57,3.24,11.01,55.31,28.24,0.01,0.17,0.64,160.19,18.1,4019.0
Spain,1995,65.91,3.75,15.57,55.46,23.08,0.02,0.27,1.01,165.07,14.8,4121.0
Spain,1996,53.94,6.79,14.9,56.33,39.79,0.02,0.36,1.08,173.21,23.8,4305.0
Spain,1997,62.67,18.17,16.02,55.3,34.75,0.02,0.74,1.46,189.13,19.5,4679.0
Spain,1998,61.58,16.21,19.72,58.99,33.99,0.02,1.35,1.53,193.39,19.1,4761.0
Spain,1999,73.61,19.06,26.9,58.85,22.82,0.03,2.74,1.62,205.63,13.2,5038.0
Spain,2000,79.09,20.18,24.95,62.21,28.26,0.01,4.73,1.49,220.92,15.6,5386.0
Spain,2001,70.27,23.36,26.43,63.71,40.89,0.02,6.76,1.63,233.07,21.2,5651.0
Spain,2002,81.18,32.39,30.15,63.02,21.22,0.02,9.34,2.59,239.91,13.8,5746.0
Spain,2003,74.73,39.37,25.57,61.88,40.48,0.02,12.07,3.18,257.3,21.7,6053.0
Spain,2004,79.1,55.46,28.31,63.61,31.08,0.02,15.7,3.33,276.61,18.1,6398.0
Spain,2005,79.06,79.01,31.58,57.54,18.39,0.05,21.18,2.65,289.46,14.6,6585.0
Spain,2006,66.74,90.57,26.0,60.13,25.96,0.12,23.3,2.77,295.59,17.6,6613.0
Spain,2007,72.8,94.8,20.86,55.1,27.31,0.52,27.57,2.9,301.86,19.3,6632.0
Spain,2008,48.71,120.8,19.16,58.97,23.36,2.58,32.95,3.26,309.79,20.1,6700.0
Spain,2009,35.91,107.75,20.22,52.76,26.41,6.06,38.12,3.49,290.72,25.5,6234.0
Spain,2010,25.33,94.85,17.86,61.99,42.3,7.19,44.27,4.01,297.8,32.8,6358.0
Spain,2011,43.98,85.51,16.8,57.72,30.6,9.4,42.92,4.61,291.54,30.0,6203.0
Spain,2012,55.07,73.31,17.13,61.47,20.55,11.97,49.47,4.98,293.95,29.6,6252.0
Spain,2013,39.94,57.54,15.84,56.73,36.87,13.1,55.64,5.8,281.46,39.6,6006.0
Spain,2014,43.81,47.27,15.79,57.31,39.17,13.67,52.01,5.41,274.44,40.2,5874.0
Spain,2015,51.37,52.5,19.02,57.2,28.14,13.86,49.32,5.76,277.17,35.0,5937.0
Spain,2016,36.43,52.83,18.18,58.63,36.4,13.64,48.9,5.69,270.7,38.7,5793.0
Spain,2017,45.13,64.04,17.24,58.04,18.32,14.4,49.13,6.08,272.38,32.3,5812.0
Spain,2018,37.34,58.0,16.42,55.77,34.33,12.74,50.89,5.91,271.4,38.3,5763.0
Spain,2019,12.86,83.71,14.61,58.35,24.65,15.1,55.65,5.59,270.52,37.3,5703.0
Spain,2020,5.52,69.74,12.12,58.3,30.51,20.67,56.44,6.17,259.47,43.9,5442.0
Spain,2021,4.86,71.5,12.08,56.56,29.63,27.1,62.06,6.96,270.75,46.4,5672.0
Spain,2022,7.86,86.1,11.69,58.59,17.59,35.72,62.78,6.82,287.15,42.8,6004.0
Spain,2023,3.62,64.36,10.48,56.87,25.0,48.59,64.28,5.91,279.11,51.5,5826.0
Sweden,1990,1.08,0.42,1.85,68.18,72.5,0.0,0.01,1.94,145.98,51.0,17057.0
Sweden,1991,1.96,0.58,2.56,76.76,63.24,0.0,0.01,1.86,146.97,44.3,17056.0
Sweden,1992,1.8,0.79,3.43,63.54,74.33,0.0,0.03,2.01,145.93,52.3,16836.0
Sweden,1993,2.08,0.91,4.0,61.4,74.65,0.0,0.05,2.17,145.26,52.9,16662.0
Sweden,1994,2.61,0.86,4.67,73.16,59.1,0.0,0.07,2.23,142.7,43.0,16252.0
Sweden,1995,2.27,0.85,4.68,69.93,68.1,0.0,0.1,2.35,148.28,47.6,16800.0
Sweden,1996,3.69,0.68,7.97,74.27,51.74,0.0,0.14,2.12,140.61,38.4,15906.0
Sweden,1997,2.01,0.66,4.58,69.93,69.06,0.0,0.2,2.77,149.21,48.3,16868.0
Sweden,1998,2.04,0.53,4.54,73.58,75.0,0.0,0.32,2.78,158.79,49.2,17941.0
Sweden,1999,2.24,0.45,4.21,73.19,71.69,0.0,0.36,2.7,154.84,48.3,17481.0
Sweden,2000,1.64,0.48,2.65,57.32,78.58,0.0,0.46,4.1,145.23,57.2,16369.0
Sweden,2001,1.88,0.4,3.89,72.11,79.06,0.0,0.48,3.78,161.6,51.6,18165.0
Sweden,2002,2.37,0.56,4.51,68.11,66.36,0.0,0.61,4.18,146.7,48.5,16437.0
Sweden,2003,2.85,0.73,5.66,67.42,53.54,0.0,0.68,4.51,135.39,43.4,15113.0
Sweden,2004,1.01,0.78,4.1,77.49,60.12,0.0,0.86,7.2,151.56,45.0,16852.0
Sweden,2005,0.65,0.6,3.51,72.38,72.8,0.0,0.93,7.49,158.36,51.3,17538.0
Sweden,2006,0.88,0.6,3.76,66.98,61.72,0.0,0.98,8.36,143.28,49.6,15779.0
Sweden,2007,0.65,0.83,2.94,66.97,66.16,0.0,1.43,9.84,148.82,52.0,16268.0
Sweden,2008,0.51,0.62,3.47,63.89,69.07,0.0,2.0,10.34,149.9,54.3,16258.0
Sweden,2009,0.51,1.56,2.55,52.17,65.85,0.01,2.49,11.46,136.6,58.4,14690.0
Sweden,2010,1.02,2.91,4.6,57.83,66.4,0.01,3.49,12.19,148.45,55.3,15829.0
Sweden,2011,0.66,1.58,3.48,60.47,66.43,0.01,6.11,11.54,150.28,56.0,15904.0
Sweden,2012,0.48,0.92,2.69,64.04,78.93,0.02,7.17,12.19,166.44,59.1,17484.0
Sweden,2013,0.65,0.85,2.38,66.46,61.36,0.04,9.84,11.45,153.03,54.0,15940.0
Sweden,2014,0.37,0.42,2.14,64.88,63.76,0.05,11.24,10.7,153.56,55.8,15837.0
Sweden,2015,0.39,0.45,2.31,56.35,75.31,0.1,16.32,10.77,162.0,63.3,16531.0
Sweden,2016,0.26,0.68,2.72,63.1,62.02,0.14,15.48,11.49,155.89,57.2,15710.0
Sweden,2017,0.32,0.33,2.82,65.7,65.14,0.23,17.61,12.08,164.23,57.9,16329.0
Sweden,2018,0.34,0.38,2.94,68.55,62.21,0.41,16.62,11.91,163.36,55.8,16054.0
Sweden,2019,0.21,0.29,2.85,66.13,65.37,0.68,19.85,13.04,168.42,58.7,16385.0
Sweden,2020,0.0,0.1,2.34,49.2,72.39,1.05,27.52,11.18,163.78,68.5,15819.0
Sweden,2021,0.0,0.29,2.77,52.97,73.89,1.53,27.25,13.08,171.78,67.4,16492.0
Sweden,2022,0.0,0.15,2.73,51.94,69.87,1.98,33.25,13.13,173.05,68.3,16501.0
Sweden,2023,0.0,0.16,2.17,48.47,66.19,3.11,34.25,11.7,166.05,69.4,15737.0
Turkey,1990,20.18,10.19,3.94,0.0,23.15,0.0,0.0,0.08,57.54,40.4,1027.0
Turkey,1991,21.56,12.59,3.29,0.0,22.68,0.0,0.0,0.12,60.24,37.8,1057.0
Turkey,1992,24.58,10.81,5.27,0.0,26.57,0.0,0.0,0.12,67.35,39.6,1161.0
Turkey,1993,23.76,10.79,5.17,0.0,33.95,0.0,0.0,0.14,73.81,46.2,1251.0
Turkey,1994,28.24,13.82,5.55,0.0,30.59,0.0,0.0,0.13,78.33,39.2,1305.0
Turkey,1995,28.04,16.58,5.77,0.0,35.54,0.0,0.0,0.31,86.24,41.6,1413.0
Turkey,1996,30.41,17.17,6.54,0.0,40.47,0.0,0.0,0.26,94.85,42.9,1531.0
Turkey,1997,33.86,22.09,7.16,0.0,39.82,0.0,0.0,0.37,103.3,38.9,1644.0
Turkey,1998,35.69,24.85,7.92,0.0,42.23,0.0,0.0,0.33,111.02,38.3,1742.0
Turkey,1999,37.03,36.42,8.08,0.0,34.68,0.0,0.02,0.21,116.44,30.0,1803.0
Turkey,2000,38.19,46.54,8.49,0.0,30.88,0.0,0.03,0.25,124.38,25.1,1901.0
Turkey,2001,38.42,49.71,9.77,0.0,24.01,0.0,0.06,0.27,122.24,19.9,1845.0
